"","Rk","Name","Born","Yrs","From","To","ASG","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G.1","GS","SV","IP","H.1","HR.1","BB.1","SO","Franchises","month","day"
"14218",10,"Noah Lowry",1980,5,2003,2007,0,116,197,14,35,2,14,0,7,0.178,0.205,0.259,0.464,40,31,4.03,1.383,106,100,0,618.1,606,64,249,420,"SFG",10,10
"14219",11,"Brad Ziegler",1979,10,2008,2017,0,632,7,1,1,0,0,0,0,0.143,0.143,0.143,0.286,35,30,2.58,1.245,632,0,85,620.2,554,23,219,417,"OAK,ARI,BOS,FLA",10,10
"14220",12,"Pat Burrell",1976,12,2000,2011,0,1640,5503,767,1393,292,976,7,932,0.253,0.361,0.472,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,TBD,SFG",10,10
"14221",13,"Placido Polanco",1975,16,1998,2013,2,1927,7214,1009,2142,104,723,81,429,0.297,0.343,0.397,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,PHI,DET,FLA",10,10
"14222",14,"Luther Hackman",1974,5,1999,2003,0,149,24,1,2,0,0,0,1,0.083,0.12,0.083,0.203,9,10,5.09,1.561,149,9,1,212,226,26,105,128,"COL,STL,SDP",10,10
"14223",15,"Brian Powell",1973,6,1998,2004,0,59,21,2,3,0,0,0,1,0.143,0.182,0.19,0.372,7,18,5.94,1.552,59,34,0,219.2,251,45,90,120,"DET,HOU,SFG,PHI",10,10
"14224",16,"Ramon Martinez",1972,12,1998,2009,0,798,1952,223,512,29,242,10,170,0.262,0.321,0.367,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG,CHC,DET,PHI,LAD,NYM",10,10
"14225",17,"Mike Holtz",1972,8,1996,2006,0,353,3,0,0,0,0,0,0,0,0,0,0,16,20,4.76,1.567,353,0,3,240,245,25,131,223,"ANA,OAK,SDP,BOS",10,10
"14226",18,"Francisco Cabrera",1966,5,1989,1993,0,196,351,32,89,17,62,2,21,0.254,0.294,0.453,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,TOR",10,10
"14227",19,"Bill Moore",1960,1,1986,1986,0,6,12,0,2,0,0,0,0,0.167,0.167,0.167,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSN",10,10
"14228",20,"Don Gordon",1959,3,1986,1988,0,78,0,0,0,0,0,0,0,NA,NA,NA,NA,3,8,4.72,1.458,78,0,3,131.2,150,11,42,56,"TOR,CLE",10,10
"14229",21,"Les Straker",1959,2,1987,1988,0,47,0,0,0,0,0,0,0,NA,NA,NA,NA,10,15,4.22,1.35,47,40,1,237,236,32,84,99,"MIN",10,10
"14230",22,"Jim Weaver",1959,3,1985,1989,0,31,31,6,5,0,2,2,3,0.161,0.235,0.29,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,SEA,SFG",10,10
"14231",23,"Terry Enyart",1950,1,1974,1974,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,16.2,4.8,2,0,0,1.2,4,0,4,2,"WSN",10,10
"14232",24,"Rob Sperring",1949,4,1974,1977,0,208,473,48,100,3,30,1,46,0.211,0.281,0.262,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,HOU",10,10
"14233",25,"Larry Lintz",1949,6,1973,1978,0,350,616,137,140,0,27,128,97,0.227,0.336,0.252,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSN,STL,OAK,CLE",10,10
"14234",26,"Roger Metzger",1947,11,1970,1980,0,1219,4201,453,972,5,254,83,355,0.231,0.291,0.293,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,HOU,SFG",10,10
"14235",27,"Gene Tenace",1946,15,1969,1983,1,1555,4390,653,1060,201,674,36,984,0.241,0.388,0.429,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK,SDP,STL,PIT",10,10
"14236",28,"Larry Maxie",1940,1,1969,1969,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3,0.667,2,0,0,3,1,0,1,1,"ATL",10,10
"14237",29,"Grover Powell",1940,1,1963,1963,0,20,10,1,2,0,0,0,2,0.2,0.333,0.2,0.533,1,1,2.72,1.389,20,4,0,49.2,37,2,32,39,"NYM",10,10
"14238",30,"Gordie Sundin",1937,1,1956,1956,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,Inf,NA,1,0,0,0,0,0,2,0,"BAL",10,10
"14239",31,"Hal Raether",1932,2,1954,1957,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,6.75,1.75,2,0,0,4,3,1,4,0,"OAK",10,10
"14240",32,"Bobby Tiefenauer",1929,10,1952,1968,0,179,39,5,1,0,0,0,6,0.026,0.156,0.051,0.207,9,25,3.84,1.263,179,0,23,316,312,29,87,204,"STL,CLE,HOU,ATL,NYY,CHC",10,10
"14241",33,"Mickey Kreitner",1922,2,1943,1944,0,42,93,3,16,0,3,0,9,0.172,0.252,0.194,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",10,10
"14242",34,"Hank Riebe",1921,4,1942,1949,0,61,137,2,29,0,11,1,3,0.212,0.229,0.241,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET",10,10
"14243",35,"Lee Pfund",1919,1,1945,1945,0,15,22,2,4,0,4,0,2,0.182,0.25,0.227,0.477,3,2,5.2,1.668,15,10,0,62.1,69,4,35,27,"LAD",10,10
"14244",36,"Floyd Baker",1916,13,1943,1955,0,874,2280,285,573,1,196,23,382,0.251,0.36,0.297,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,CHW,MIN,BOS,PHI",10,10
"14245",37,"Harry Eisenstat",1915,8,1935,1942,0,165,123,11,26,0,4,0,10,0.211,0.271,0.22,0.49,25,27,3.84,1.387,165,33,14,478.2,550,30,114,157,"LAD,DET,CLE",10,10
"14246",38,"Tommy Fine",1914,2,1947,1950,0,25,21,5,7,0,1,1,2,0.333,0.391,0.429,0.82,1,3,6.81,1.899,23,7,0,72.2,94,6,44,16,"BOS,BAL",10,10
"14247",39,"Italo Chelini",1914,3,1935,1937,0,24,35,4,6,0,2,0,3,0.171,0.237,0.171,0.408,4,4,5.83,1.603,24,6,0,97.1,122,11,34,20,"CHW",10,10
"14248",40,"Wally Berger",1905,11,1930,1940,4,1350,5163,809,1550,242,898,36,435,0.3,0.359,0.522,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,SFG,CIN,PHI",10,10
"14249",41,"John Stone",1905,11,1928,1938,0,1200,4494,738,1391,77,710,45,463,0.31,0.376,0.467,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,MIN",10,10
"14250",42,"Fay Thomas",1903,4,1927,1935,0,81,56,3,6,0,0,0,3,0.107,0.153,0.125,0.278,9,20,4.95,1.755,81,22,1,229,269,16,133,112,"SFG,CLE,LAD,BAL",10,10
"14251",43,"Homer Peel",1902,5,1927,1934,0,186,420,48,100,2,44,1,30,0.238,0.294,0.298,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,PHI,SFG",10,10
"14252",44,"Myrl Brown",1894,1,1922,1922,0,7,11,1,3,0,3,0,2,0.273,0.385,0.273,0.657,3,1,5.97,1.587,7,5,0,34.2,42,2,13,9,"PIT",10,10
"14253",45,"Rich Durning",1892,2,1917,1918,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,9,2.333,2,0,0,3,3,0,4,0,"LAD",10,10
"14254",46,"Toots Shultz",1888,2,1911,1912,0,28,29,1,7,0,3,0,0,0.241,0.241,0.31,0.552,1,7,6,1.845,27,7,1,84,105,7,50,29,"PHI",10,10
"14255",47,"Paul Fittery",1887,2,1914,1917,0,30,39,4,3,0,1,0,4,0.077,0.163,0.077,0.24,1,3,3.9,1.5,25,6,0,99.1,110,1,39,34,"CIN,PHI",10,10
"14256",48,"Bill Killefer",1887,13,1909,1921,0,1035,3150,237,751,4,240,39,113,0.238,0.273,0.283,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,PHI,CHC",10,10
"14257",49,"Bill Forman",1886,2,1909,1910,0,3,3,2,1,0,0,0,1,0.333,0.5,0.333,0.833,0,2,5.4,1.371,3,2,0,11.2,9,0,7,2,"MIN",10,10
"14258",50,"Homer Hillebrand",1879,3,1905,1908,0,47,131,10,31,0,10,1,7,0.237,0.281,0.298,0.578,8,4,2.51,1.099,18,11,1,114.2,86,1,40,70,"PIT",10,10
"14259",51,"Otto Hess",1878,10,1902,1915,0,280,714,63,154,5,56,4,27,0.216,0.248,0.291,0.54,70,90,2.98,1.272,198,165,5,1418,1355,26,448,580,"CLE,ATL",10,10
"14260",52,"Pep Deininger",1877,3,1902,1909,0,58,175,22,46,0,16,5,11,0.263,0.31,0.331,0.642,0,0,9.75,2.333,2,1,0,12,19,3,9,2,"BOS,PHI",10,10
"14261",53,"Bill Moran",1869,2,1892,1895,0,39,136,10,20,1,14,2,5,0.147,0.183,0.206,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,CHC",10,10
"14262",54,"Dave Anderson",1868,2,1889,1890,0,21,62,6,6,0,0,0,1,0.097,0.138,0.113,0.251,3,13,5.45,1.67,21,17,0,150.1,177,4,74,56,"PHI,PIT",10,10
"14263",55,"Ad Gumbert",1867,9,1888,1896,0,297,960,155,264,15,124,19,80,0.275,0.338,0.396,0.734,123,102,4.27,1.49,264,236,1,1996.1,2338,82,637,549,"CHC,BRS,PIT,LAD,PHI",10,10
"14264",56,"Shorty Fuller",1867,9,1888,1896,0,964,3678,651,863,6,349,260,444,0.235,0.322,0.289,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WNL,STL,SFG",10,10
"14265",57,"Charlie Sprague",1864,3,1887,1890,0,60,219,27,50,1,20,11,17,0.228,0.293,0.32,0.613,10,7,4.51,1.627,24,17,0,161.2,162,1,101,76,"CHC,CLV,TLM",10,10
"14266",58,"Dennis Driscoll",1862,1,1885,1885,0,7,19,2,3,0,0,NA,2,0.158,0.238,0.158,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUF",10,10
"14267",59,"Mike Corcoran",1858,1,1884,1884,0,1,3,0,0,0,0,NA,1,0,0.25,0,0.25,0,1,4,2.556,1,1,0,9,16,1,7,2,"CHC",10,10
"14268",60,"Bill Tobin",1854,1,1880,1880,0,38,152,15,24,0,11,NA,4,0.158,0.179,0.178,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRT,WOR",10,10
"14269",1,"Giovanny Urshela",1991,1,2015,2015,0,81,267,25,60,6,21,0,18,0.225,0.279,0.33,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE",10,11
"14270",2,"Jenrry Mejia",1989,5,2010,2015,0,114,34,1,1,0,1,0,0,0.029,0.029,0.029,0.059,9,14,3.68,1.484,113,18,28,183.1,196,16,76,162,"NYM",10,11
"14271",3,"David Goforth",1988,3,2015,2017,0,31,3,0,0,0,0,0,0,0,0,0,0,1,0,5.94,1.734,31,0,0,36.1,50,7,13,33,"MIL",10,11
"14272",4,"Max Ramirez",1984,2,2008,2010,0,45,115,16,25,4,17,0,18,0.217,0.343,0.357,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEX",10,11
"14273",5,"Jeff Larish",1982,3,2008,2010,0,101,245,30,55,8,32,3,29,0.224,0.308,0.38,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,OAK",10,11
"14274",6,"Shane Youman",1979,2,2006,2007,0,21,19,1,4,0,1,0,1,0.211,0.25,0.211,0.461,3,7,5.13,1.43,21,11,0,79,80,6,33,34,"PIT",10,11
"14275",7,"Ty Wigginton",1977,12,2002,2013,1,1362,4479,558,1170,169,594,42,371,0.261,0.323,0.435,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYM,PIT,TBD,HOU,BAL,COL,PHI,STL",10,11
"14276",8,"Carl Sadler",1976,2,2002,2003,0,42,0,0,0,0,0,0,0,NA,NA,NA,NA,1,2,3.6,1.4,42,0,0,30,26,2,16,33,"CLE",10,11
"14277",9,"Jesus Sanchez",1974,7,1998,2004,0,179,142,10,25,0,6,0,3,0.176,0.193,0.19,0.383,23,34,5.32,1.611,162,83,0,524.2,564,82,281,384,"FLA,CHC,COL,CIN",10,11
"14278",10,"Mike Duvall",1974,4,1998,2001,0,53,0,0,0,0,0,0,1,NA,1,NA,NA,1,1,4.76,1.843,53,0,0,51,62,6,32,23,"TBD,MIN",10,11
"14279",11,"Dmitri Young",1973,13,1996,2008,2,1364,4762,648,1389,171,683,25,407,0.292,0.351,0.475,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,CIN,DET,WSN",10,11
"14280",12,"Joe Roa",1971,6,1995,2004,0,120,47,1,10,0,3,0,2,0.213,0.24,0.234,0.474,9,16,4.94,1.511,120,19,0,266,330,39,72,154,"CLE,SFG,PHI,COL,SDP,MIN",10,11
"14281",13,"Larry Luebbers",1969,3,1993,2000,0,36,40,2,8,0,1,0,1,0.2,0.233,0.225,0.458,5,10,4.96,1.486,36,23,1,143.1,147,16,66,63,"CIN,STL",10,11
"14282",14,"Gregg Olson",1966,14,1988,2001,1,622,4,1,1,1,2,0,1,0.25,0.4,1,1.4,40,39,3.46,1.381,622,0,217,672,598,46,330,588,"BAL,ATL,CLE,KCR,DET,HOU,MIN,ARI,LAD",10,11
"14283",15,"Erik Johnson",1965,2,1993,1994,0,9,18,1,4,0,0,0,0,0.222,0.222,0.333,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG",10,11
"14284",16,"Orlando Hernandez",1965,9,1998,2007,0,220,116,6,18,0,5,3,1,0.155,0.162,0.198,0.361,90,65,4.13,1.263,219,211,2,1314.2,1181,177,479,1086,"NYY,CHW,ARI,NYM",10,11
"14285",17,"Curt Ford",1960,6,1985,1990,0,406,742,88,182,7,89,36,66,0.245,0.305,0.345,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,PHI",10,11
"14286",18,"Pat Dodson",1959,3,1986,1988,0,52,99,12,20,4,10,0,17,0.202,0.314,0.424,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS",10,11
"14287",19,"Bob Jones",1949,9,1974,1986,0,314,603,65,133,20,86,5,50,0.221,0.282,0.348,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEX,ANA",10,11
"14288",20,"Rick James",1947,1,1967,1967,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,13.5,2.357,3,1,0,4.2,9,1,2,2,"CHC",10,11
"14289",21,"Charlie Williams",1947,8,1971,1978,0,268,97,5,13,0,2,0,4,0.134,0.176,0.155,0.331,23,22,3.97,1.493,268,33,4,573.1,581,38,275,257,"NYM,SFG",10,11
"14290",22,"Jarvis Tatum",1946,3,1968,1970,0,102,254,37,59,0,8,1,17,0.232,0.279,0.264,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANA",10,11
"14291",23,"Bob Stinson",1945,12,1969,1980,0,652,1634,166,408,33,180,8,201,0.25,0.337,0.356,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAD,STL,HOU,WSN,KCR,SEA",10,11
"14292",24,"Mike Fiore",1944,5,1968,1972,0,254,556,75,126,13,50,5,124,0.227,0.369,0.333,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,KCR,BOS,SDP,STL",10,11
"14293",25,"Bill Roman",1938,2,1964,1965,0,24,35,2,5,1,1,0,2,0.143,0.189,0.229,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET",10,11
"14294",26,"Gary Blaylock",1931,1,1959,1959,0,46,36,5,5,2,5,0,0,0.139,0.139,0.333,0.472,4,6,4.8,1.631,41,13,0,125.2,147,14,58,81,"NYY,STL",10,11
"14295",27,"Bill Fischer",1930,9,1956,1964,0,281,199,8,27,1,12,0,12,0.136,0.191,0.166,0.357,45,58,4.34,1.379,281,78,13,831.1,936,85,210,313,"CHW,DET,MIN,OAK",10,11
"14296",28,"Skeeter Kell",1929,1,1952,1952,0,75,213,24,47,0,17,5,14,0.221,0.275,0.286,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK",10,11
"14297",29,"Joe Ginsberg",1926,13,1948,1962,0,695,1716,168,414,20,182,7,226,0.241,0.332,0.32,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,CLE,BAL,OAK,CHW,BOS,NYM",10,11
"14298",30,"Bob Chipman",1918,12,1941,1952,0,294,250,18,32,0,10,0,15,0.128,0.177,0.132,0.309,51,46,3.72,1.448,293,87,14,880.2,889,63,386,322,"LAD,CHC,ATL",10,11
"14299",31,"Vince Castino",1917,3,1943,1945,0,88,215,24,49,2,23,0,25,0.228,0.311,0.288,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW",10,11
"14300",32,"Mike Guerra",1912,9,1937,1951,0,565,1581,168,382,9,168,25,131,0.242,0.3,0.303,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN,OAK,BOS",10,11
"14301",33,"Wayne Osborne",1912,2,1935,1936,0,8,8,1,2,0,0,0,0,0.25,0.25,0.25,0.5,1,1,5.91,1.922,7,3,0,21.1,32,1,9,9,"PIT,ATL",10,11
"14302",34,"Tom Carey",1906,8,1935,1946,0,466,1521,169,418,2,169,3,66,0.275,0.308,0.348,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,BOS",10,11
"14303",35,"Joel Hunt",1905,2,1931,1932,0,16,22,2,4,0,3,0,4,0.182,0.308,0.227,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL",10,11
"14304",36,"Ernie Smith",1899,1,1930,1930,0,24,79,5,19,0,3,2,5,0.241,0.286,0.278,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW",10,11
"14305",37,"Eddie Dyer",1899,6,1922,1927,0,129,157,31,35,2,13,3,10,0.223,0.269,0.344,0.613,15,15,4.76,1.612,69,23,3,255,316,11,95,63,"STL",10,11
"14306",38,"Gary Fortune",1894,3,1916,1920,0,20,24,1,4,0,1,0,2,0.167,0.231,0.208,0.439,0,5,6.61,1.738,20,6,0,77.2,89,2,46,23,"PHI,BOS",10,11
"14307",39,"Dwight Wertz",1888,1,1914,1914,0,3,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BFL",10,11
"14308",40,"Buck Washer",1882,1,1905,1905,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,3,4,0,5,0,"PHI",10,11
"14309",41,"Frank Roth",1878,6,1903,1910,0,282,783,83,196,1,75,19,36,0.25,0.289,0.315,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,BAL,CHW,CIN",10,11
"14310",42,"Yale Murphy",1869,3,1894,1897,0,131,475,101,114,0,45,35,81,0.24,0.351,0.282,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG",10,11
"14311",43,"Alex McFarlan",1869,1,1892,1892,0,14,42,2,7,0,1,1,8,0.167,0.3,0.167,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOU",10,11
"14312",44,"Emmett Rogers",1867,1,1890,1890,0,35,110,18,19,0,7,2,14,0.173,0.266,0.255,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TLM",10,11
"14313",45,"Bill Husted",1866,1,1890,1890,0,18,56,5,6,0,5,1,3,0.107,0.153,0.107,0.26,5,10,4.88,1.667,18,17,0,129,148,2,67,33,"PHQ",10,11
"14314",46,"Bill Burdick",1859,2,1888,1889,0,31,85,7,12,0,2,0,6,0.141,0.215,0.141,0.356,12,14,3.17,1.272,30,24,1,221.2,226,19,56,71,"IND",10,11
"14315",47,"Buttercup Dickerson",1858,7,1878,1885,0,408,1762,302,500,4,127,NA,48,0.284,0.304,0.377,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNR,TRT,WOR,PIT,BLO,LOU,SLM,BUF",10,11
"14316",48,"Will White",1854,10,1877,1886,0,403,1478,167,271,1,111,0,56,0.183,0.215,0.214,0.429,229,166,2.28,1.111,403,402,0,3542.2,3440,65,496,1041,"ATL,CNR,DTN,CIN",10,11
"14317",1,"Ketel Marte",1993,2,2015,2016,0,176,656,80,175,3,50,19,42,0.267,0.309,0.349,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEA",10,12
"14318",2,"Sal Romano",1993,1,2017,2017,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,6,2.333,1,1,0,3,3,2,4,2,"CIN",10,12
"14319",3,"Jandel Gustave",1992,2,2016,2017,0,20,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,3.98,1.426,20,0,0,20.1,18,2,11,18,"HOU",10,12
"14320",4,"J.T. Riddle",1991,1,2017,2017,0,34,99,10,26,3,18,0,3,0.263,0.274,0.434,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLA",10,12
"14321",5,"Francisco Pena",1989,4,2014,2017,0,28,57,8,14,3,5,0,2,0.246,0.271,0.404,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCR,BAL",10,12
"14322",6,"Jose Ortega",1988,3,2012,2014,0,14,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,5.74,1.532,14,0,0,15.2,13,3,11,15,"DET",10,12
"14323",7,"Nick Tepesch",1988,4,2013,2017,0,44,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333,9,19,4.69,1.393,44,41,0,224.2,240,29,73,137,"TEX,LAD,MIN",10,12
"14324",8,"Trevor Bell",1986,4,2009,2014,0,54,1,0,0,0,0,0,0,0,0,0,0,4,8,5.57,1.762,54,11,0,116.1,161,7,44,76,"ANA,CIN",10,12
"14325",9,"Nolan Reimold",1983,8,2009,2016,0,480,1378,179,339,56,174,18,150,0.246,0.323,0.422,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,ARI,TOR",10,12
"14326",10,"Casey McGehee",1982,8,2008,2016,0,850,2798,285,721,67,380,7,249,0.258,0.317,0.384,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,MIL,NYY,PIT,FLA,SFG,DET",10,12
"14327",11,"Paul Janish",1982,9,2008,2017,0,462,1151,123,247,7,84,7,96,0.215,0.282,0.288,0.57,0,0,49.5,5.5,2,0,0,2,9,2,2,3,"CIN,ATL,BAL",10,12
"14328",12,"Leslie Brea",1973,2,2000,2001,0,8,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,12.27,2.818,8,1,0,11,18,3,13,5,"BAL",10,12
"14329",13,"Tony Fiore",1971,4,2000,2003,0,87,4,0,0,0,0,0,0,0,0,0,0,12,6,4.39,1.398,87,2,0,151.2,136,18,76,94,"TBD,MIN",10,12
"14330",14,"Tanyon Sturtze",1970,12,1995,2008,0,272,16,0,1,0,0,0,0,0.063,0.063,0.063,0.125,40,44,5.19,1.529,272,84,3,797,886,110,333,480,"CHC,TEX,CHW,TBD,TOR,NYY,LAD",10,12
"14331",15,"Derrick White",1969,3,1993,1998,0,76,116,10,21,3,8,3,2,0.181,0.202,0.302,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSN,DET,CHC,COL",10,12
"14332",16,"Jose Valentin",1969,16,1992,2007,0,1678,5539,872,1348,249,816,136,630,0.243,0.321,0.448,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIL,CHW,LAD,NYM",10,12
"14333",17,"Jorge Pedre",1966,2,1991,1992,0,14,23,2,5,0,3,0,3,0.217,0.308,0.348,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCR,CHC",10,12
"14334",18,"Sid Fernandez",1962,15,1983,1997,2,308,539,28,98,1,34,1,16,0.182,0.206,0.223,0.429,114,96,3.36,1.144,307,300,1,1866.2,1421,191,715,1743,"LAD,NYM,BAL,PHI,HOU",10,12
"14335",19,"Steve Shirley",1956,1,1982,1982,0,11,1,0,1,0,0,0,0,1,1,1,2,1,1,4.26,1.737,11,0,0,12.2,15,0,7,8,"LAD",10,12
"14336",20,"Jim Lewis",1955,4,1979,1985,0,11,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,8.77,2.221,11,1,0,25.2,45,7,12,9,"SEA,NYY,MIN",10,12
"14337",21,"Garth Iorg",1954,9,1978,1987,0,931,2450,251,633,20,238,23,114,0.258,0.292,0.347,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOR",10,12
"14338",22,"Gil Kubski",1954,1,1980,1980,0,22,63,11,16,0,6,1,6,0.254,0.319,0.302,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANA",10,12
"14339",23,"Herman Hill",1945,2,1969,1970,0,43,24,12,2,0,0,1,0,0.083,0.083,0.083,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN",10,12
"14340",24,"Glenn Beckert",1940,11,1965,1975,4,1320,5208,685,1473,22,360,49,260,0.283,0.318,0.345,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,SDP",10,12
"14341",25,"Tony Kubek",1935,9,1957,1965,4,1092,4167,522,1109,57,373,29,217,0.266,0.303,0.364,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY",10,12
"14342",26,"Bobo Osborne",1935,6,1957,1963,0,359,763,93,157,17,86,2,104,0.206,0.304,0.317,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,TEX",10,12
"14343",27,"Joe Trimble",1930,2,1955,1957,0,7,7,1,1,0,0,0,0,0.143,0.143,0.143,0.286,0,2,7.48,1.8,7,4,0,21.2,23,7,16,10,"BOS,PIT",10,12
"14344",28,"Doc Daugherty",1927,1,1951,1951,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET",10,12
"14345",29,"John Kennedy",1926,1,1957,1957,0,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI",10,12
"14346",30,"Ray Murray",1917,6,1948,1954,0,250,731,69,184,8,80,1,55,0.252,0.305,0.352,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE,OAK,BAL",10,12
"14347",31,"Sam Gentile",1916,1,1943,1943,0,8,4,1,1,0,0,0,1,0.25,0.4,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL",10,12
